Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
INTT,inTest Corporation,3.84,$40.3M,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/intt
INUV,"Inuvo, Inc",1.82,$44.53M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/inuv
VKI,Invesco Advantage Municipal Income Trust II,12.76,$566.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vki
ISR,"IsoRay, Inc.",1.06,$58.31M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/isr
ISDR,Issuer Direct Corporation,6.14,$17.16M,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/isdr
JRJR,"JRjr33, Inc.",1,$34.37M,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jrjr
KIQ,Kelso Technologies Inc,0.9221,$42.48M,n/a,Capital Goods,Railroads,http://www.nasdaq.com/symbol/kiq
KLDX,Klondex Mines Ltd.,3.68,$522.05M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kldx
LTS,Ladenburg Thalmann Financial Services Inc,2.35,$430.36M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lts
LTS^A,Ladenburg Thalmann Financial Services Inc,24.3801,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lts^a
LAQ,"Latin America Equity Fund, Inc. (The)",18.75,$139.66M,1991,n/a,n/a,http://www.nasdaq.com/symbol/laq
LGL,"LGL Group, Inc. (The)",3.25,$8.66M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lgl
LBY,"Libbey, Inc.",17.19,$374.06M,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lby
LIQT,"LiqTech International, Inc.",0.835,$33.01M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/liqt
LEI,"Lucas Energy, Inc.",3.54,$5.2M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lei
MCZ,Mad Catz Interactive Inc,0.195,$14.33M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mcz
MVG,Mag Silver Corporation,13.61,$1.09B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mvg
MJCO,Majesco,6.38,$232.56M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mjco
MSTX,"Mast Therapeutics, Inc.",0.2955,$56.98M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mstx
MHH,"Mastech Holdings, Inc",6.75,$29.38M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/mhh
MDGN,"Medgenics, Inc.",4.83,$160.41M,2011,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mdgn
IPB,"Merrill Lynch & Co., Inc.",27.5001,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ipb
MXC,Mexco Energy Corporation,2.61,$5.32M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mxc
CCA,MFS California Insured Municipal Trust,13.01,$36.25M,1999,n/a,n/a,http://www.nasdaq.com/symbol/cca
MGT,MGT Capital Investments Inc,1.72,$31.13M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mgt
MLSS,"Milestone Scientific, Inc.",2.15,$46.63M,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/mlss
MGH,Minco Gold Corporation,0.3199,$16.19M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mgh
MGN,"Mines Management, Inc.",0.69,$21.72M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mgn
MVF,"MuniVest Fund, Inc.",11,$705.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvf
MZA,"MuniYield Arizona Fund, Inc.",17.59,$81.04M,1993,n/a,n/a,http://www.nasdaq.com/symbol/mza
NNVC,"NanoViricides, Inc.",1.55,$89.86M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nnvc
NHC,National HealthCare Corporation,63.1,$963.65M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/nhc
NAVB,"Navidea Biopharmaceuticals, Inc.",0.9263,$144.1M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/navb
NTIP,"Network-1 Technologies, Inc.",2.35,$54.75M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntip
NBW,Neuberger Berman California Intermediate Municipal Fund Inc.,16.37,$90.72M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbw
NHS,Neuberger Berman High Yield Strategies Fund,10.55,$206.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nhs
NBH,Neuberger Berman Intermediate Municipal Fund Inc.,16.59,$311.33M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbh
NML,Neuberger Berman MLP Income Fund Inc.,7.49,$423.53M,2013,n/a,n/a,http://www.nasdaq.com/symbol/nml
NBO,Neuberger Berman New York Intermediate Municipal Fund Inc.,14.69,$74.57M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbo
NRO,"Neuberger Berman Real Estate Securities Income Fund, Inc.",5.24,$292.33M,2003,n/a,n/a,http://www.nasdaq.com/symbol/nro
UWN,"Nevada Gold & Casinos, Inc.",1.99,$35.35M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/uwn
NSU,Nevsun Resources Ltd,3.53,$705.44M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nsu
GBR,"New Concept Energy, Inc",0.87,$1.69M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gbr
NEN,New England Realty Associates Limited Partnership,56.04,$210.02M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/nen
NGD,NEW GOLD INC.,4.53,$2.31B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ngd
HLTH,Nobilis Health Corp.,3.33,$255.67M,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hlth
NSAT,Norsat International Inc.,5.7392,$33.47M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nsat
NAK,"Northern Dynasty Minerals, Ltd.",0.3581,$79.55M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nak
NOG,"Northern Oil and Gas, Inc.",4.75,$306.91M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nog
NBY,"NovaBay Pharmaceuticals, Inc.",2.59,$12.96M,2007,n/a,n/a,http://www.nasdaq.com/symbol/nby
NCQ,NovaCopper Inc.,0.7299,$76.62M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ncq
NG,Novagold Resources Inc.,6.13,$1.96B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ng
NTN,"NTN Buzztime, Inc.",0.165,$15.25M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ntn
NVX,Nuveen California Dividend Advantage Municipal Fund 2,16.42,$242.36M,2001,n/a,n/a,http://www.nasdaq.com/symbol/nvx
NZH,Nuveen California Dividend Advantage Municipal Fund 3,15.63,$377.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nzh
NCB,Nuveen California Municipal Value Fund 2,17.7491,$58.37M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ncb
CFD,Nuveen Diversified Commodity Fund,9.37,$84.77M,2010,n/a,n/a,http://www.nasdaq.com/symbol/cfd
CTF,Nuveen Long/Short Commodity Total Return Fund,15.04,$245.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ctf
NOM,Nuveen Missouri Premium Income Municipal Fund,16.7,$39.01M,1993,n/a,n/a,http://www.nasdaq.com/symbol/nom
NMZ,Nuveen Municipal High Income Opportunity Fund,14.15,$708.7M,2003,n/a,n/a,http://www.nasdaq.com/symbol/nmz
NJV,Nuveen New Jersey Municipal Value Fund,15.55,$24.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/njv
NYV,Nuveen New York Municipal Value Fund 2,15.99,$37.57M,2009,n/a,n/a,http://www.nasdaq.com/symbol/nyv
NPN,Nuveen Pennsylvania Municipal Value Fund,17.25,$21.03M,2009,n/a,n/a,http://www.nasdaq.com/symbol/npn
JRS,Nuveen Real Estate Fund,10.95,$316.37M,2001,n/a,n/a,http://www.nasdaq.com/symbol/jrs
OCX,OncoCyte Corporation,4.02,$102.16M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ocx
OGEN,"Oragenics, Inc.",0.84,$33.65M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ogen
TIS,Orchids Paper Products Company,31.42,$322.88M,2005,Basic Industries,Paper,http://www.nasdaq.com/symbol/tis
ONVO,"Organovo Holdings, Inc.",2.48,$229.19M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onvo
ONP,"Orient Paper, Inc.",1.08,$23.17M,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/onp
OSG,"Overseas Shipholding Group, Inc.",1.85,$688.76M,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/osg
OSGB,"Overseas Shipholding Group, Inc.",1.91,$13.15M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/osgb
ORM,"Owens Realty Mortgage, Inc.",17.57,$180.05M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orm
PHF,"Pacholder High Yield Fund, Inc.",6.71,$87.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/phf
PCG^A,Pacific Gas & Electric Co.,31.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^a
PCG^B,Pacific Gas & Electric Co.,27.863,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^b
PCG^C,Pacific Gas & Electric Co.,26.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^c
PCG^D,Pacific Gas & Electric Co.,25.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^d
PCG^E,Pacific Gas & Electric Co.,25.6966,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^e
PCG^G,Pacific Gas & Electric Co.,25.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^g
PCG^H,Pacific Gas & Electric Co.,25.1975,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^h
PCG^I,Pacific Gas & Electric Co.,25.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^i
PTN,"Palatin Technologies, Inc.",0.525,$35.72M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptn
PARR,"Par Pacific Holdings, Inc.",16.1,$661.81M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/parr
PZG,Paramount Gold Nevada Corp.,1.5599,$13.29M,2015,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pzg
PRK,Park National Corporation,89.54,$1.37B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/prk
PED,Pedevco Corp.,0.23,$10.81M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ped
PFNX,Pfenex Inc.,6.61,$154.52M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pfnx
PIP,"PharmAthene, Inc",2.27,$148.89M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pip
HNW,Pioneer Diversified High Income Trust,15.71,$130.91M,2007,n/a,n/a,http://www.nasdaq.com/symbol/hnw
PLG,Platinum Group Metals Ltd.,2.89,$224.25M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plg
PLM,Polymet Mining Corp.,0.84,$233.25M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plm
PW,Power REIT,4.77,$8.31M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pw
PW^A,Power REIT,25.6701,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pw^a
PLX,"Protalix BioTherapeutics, Inc.",0.79,$78.85M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/plx
PVCT,"Provectus Biopharmaceuticals, Inc.",0.3935,$80.68M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pvct
PVCT.WS,"Provectus Biopharmaceuticals, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pvct.ws
RLGT,"Radiant Logistics, Inc.",3.58,$174.51M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rlgt
RLGT^A,"Radiant Logistics, Inc.",25.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rlgt^a
UTG,Reaves Utility Income Fund,30.57,$963.02M,2004,n/a,n/a,http://www.nasdaq.com/symbol/utg
REED,"Reeds, Inc.",3.95,$51.99M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/reed
RWC,RELM Wireless Corporation,4.78,$65.63M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc
RCG,"RENN Fund, Inc.",1.11,$4.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcg
RVP,"Retractable Technologies, Inc.",2.33,$66.68M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rvp
RNN,"Rexahn Pharmaceuticals, Inc.",0.2603,$55.49M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rnn
RIC,"Richmont Mines, Inc.",8.49,$498.28M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ric
REI,"Ring Energy, Inc.",7.26,$304.17M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rei
RIF,RMR Real Estate Income Fund.,19.76,$151.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rif
SGA,"Saga Communications, Inc.",43.91,$257.34M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sga
SSN,Samson Oil & Gas Limited,0.663,$9.41M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssn
SPP,Sanchez Production Partners LP,10.14,$30.73M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/spp
SAND          ,Sandstorm Gold Ltd,4.19,$579.28M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sand
SEB,Seaboard Corporation,2930.11,$3.43B,1996,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seb
SENS,"Senseonics Holdings, Inc.",3.25,$246.22M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sens
SVT,"Servotronics, Inc.",7.67,$18.58M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/svt
SIF,"SIFCO Industries, Inc.",10.2,$55.65M,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/sif
SKY,Skyline Corporation,9.78,$82.07M,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/sky
SLI,"SL Industries, Inc.",39.97,$158.68M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sli
XPL,Solitario Exploration & Royalty Corp,0.51,$19.93M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/xpl
SCE^B,Southern California Edison Company,24.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^b
SCE^C,Southern California Edison Company,24.4465,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^c
SCE^D,Southern California Edison Company,24.9034,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^d
SCE^E,Southern California Edison Company,25.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^e
SGB,Southwest Georgia Financial Corporation,14.38,$36.64M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sgb
LOV,"Spark Networks, Inc.",2.29,$59.19M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lov
STRP,Straight Path Communications Inc.,39.72,$483.25M,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/strp
SSY,"SunLink Health Systems, Inc.",0.6,$5.67M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ssy
SDPI,"Superior Drilling Products, Inc.",1.892,$33.03M,2014,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/sdpi
STS,"Supreme Industries, Inc.",12.6,$213.97M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/sts
SYRG,Synergy Resources Corporation,5.83,$866.9M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/syrg
SYN,"Synthetic Biologics, Inc",2.07,$188.01M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syn
TRX,Tanzanian Royalty Exploration Corporation,0.49,$53.02M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/trx
TGB,Taseko Mines Limited,0.5,$110.91M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgb
TIK,Tel-Instrument Electronics Corp.,4.285,$13.96M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/tik
TGC,"Tengasco, Inc.",1.06,$6.45M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tgc
GLU,The Gabelli Global Utility and Income Trust,17.75,$72.98M,2004,n/a,n/a,http://www.nasdaq.com/symbol/glu
GLU^A,The Gabelli Global Utility and Income Trust,51.232,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glu^a
TXMD,"TherapeuticsMD, Inc.",7.7,$1.51B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/txmd
TGD,Timmons Gold Corp,0.3579,$113.99M,2011,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgd
TOF,Tofutti Brands Inc.,2.83,$14.58M,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/tof
TMP,Tompkins Financial Corporation,63.51,$954.19M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tmp
TAT,Transatlantic Petroleum Ltd,0.8301,$34.31M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tat
TRXC,"TransEnterix, Inc.",1.83,$210.04M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/trxc
TPLM,Triangle Petroleum Corporation,0.3248,$24.76M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tplm
TPHS,Trinity Place Holdings Inc.,7.52,$191.59M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tphs
TRT,Trio-Tech International,3.37,$11.84M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trt
HTM,U.S. Geothermal Inc.,0.7839,$87.43M,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/htm
UFAB,"Unique Fabricating, Inc.",13.15,$126.59M,2015,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ufab
UAMY,United States Antimony Corporation,0.28,$18.57M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/uamy
UUU,"Universal Security Instruments, Inc.",3.9299,$9.09M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/uuu
UQM,UQM TECHNOLOGIES INC,0.8395,$40.68M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/uqm
URG,Ur Energy Inc,0.4875,$69.93M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urg
UEC,Uranium Energy Corp.,0.7495,$77.42M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/uec
VSR,"Versar, Inc.",2.52,$24.78M,1986,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/vsr
VII,"Vicon Industries, Inc.",0.8,$7.47M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/vii
VHC,VirnetX Holding Corp,4.35,$242.14M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/vhc
VGZ,Vista Gold Corporation,0.82,$67.96M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/vgz
VNRX,VolitionRX Limited,3.42,$64.51M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vnrx
VISI,"Volt Information Sciences, Inc.",6.43,$133.94M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/visi
EAD,Wells Fargo Income Opportunities Fund,7.66,$543.73M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ead
ERC,Wells Fargo Multi-Sector Income Fund,12.36,$519.8M,2003,n/a,n/a,http://www.nasdaq.com/symbol/erc
ERH,Wells Fargo Utilities and High Income Fund,12.96,$119.66M,2004,n/a,n/a,http://www.nasdaq.com/symbol/erh
SBI,Western Asset Intermediate Muni Fund Inc,10.735,$151.12M,1992,n/a,n/a,http://www.nasdaq.com/symbol/sbi
WRN,Western Copper and Gold Corporation,0.57,$53.69M,2011,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/wrn
WYY,WidePoint Corporation,0.82,$67.84M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wyy
WTT,"Wireless Telecom Group,  Inc.",1.47,$27.33M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/wtt
XTNT,"Xtant Medical Holdings, Inc.",1.85,$22.01M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/xtnt
YUMA,"Yuma Energy, Inc.",0.2684,$19.3M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/yuma
YUMA^A,"Yuma Energy, Inc.",3.5445,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/yuma^a
