Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CWCO,Consolidated Water Co. Ltd.,14.23,$210.4M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco
CPSS,"Consumer Portfolio Services, Inc.",3.46,$85.63M,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss
CFRX,ContraFect Corporation,2.2,$60.47M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrx
CFRXW,ContraFect Corporation,0.22,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrxw
CTRV,ContraVir Pharmaceuticals Inc,0.88,$24.02M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctrv
CTRL,Control4 Corporation,7.52,$174.71M,2013,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl
CPRT,"Copart, Inc.",42.73,$4.79B,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt
COYN,"COPsync, Inc.",1.9,$16.48M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/coyn
COYNW,"COPsync, Inc.",0.46,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/coynw
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",2.31,$86.87M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crbp
CORT,Corcept Therapeutics Incorporated,4.93,$541.3M,1982,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort
BVA,Cordia Bancorp Inc.,3.87,$26.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bva
CORE,"Core-Mark Holding Company, Inc.",83.98,$1.94B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core
CORI,"Corium International, Inc.",3.4,$75.55M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cori
CSOD,"Cornerstone OnDemand, Inc.",37.09,$2.04B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod
CRVL,CorVel Corp.,46.05,$901.52M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl
CRVS,"Corvus Pharmaceuticals, Inc.",10.66,$217.54M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crvs
COSI,"Cosi, Inc.",0.592,$28.3M,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cosi
CSGP,"CoStar Group, Inc.",197.61,$6.43B,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,144.5,$63.44B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost
CPAH,CounterPath Corporation,2.14,$9.72M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah
ICBK,"County Bancorp, Inc.",20,$115.73M,2015,n/a,n/a,http://www.nasdaq.com/symbol/icbk
CVTI,"Covenant Transportation Group, Inc.",19.78,$359.67M,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti
COVS,Covisint Corporation,1.68,$67.92M,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/covs
COWN,"Cowen Group, Inc.",3.24,$344.11M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown
COWNL,"Cowen Group, Inc.",25.702,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownl
PMTS,CPI Card Group Inc.,4.03,$227.6M,2015,Finance,Finance Companies,http://www.nasdaq.com/symbol/pmts
CPSH,CPS Technologies Corp.,1.8,$23.76M,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpsh
CRAI,"CRA International,Inc.",23.08,$206.95M,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",147.47,$3.53B,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",7.7,$147.75M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/brew
CRAY,Cray Inc,31.28,$1.27B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray
CACC,Credit Acceptance Corporation,175.34,$3.56B,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc
GLDI,Credit Suisse AG,10.85,$146.75M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gldi
CREE,"Cree, Inc.",22.43,$2.25B,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree
CRESY,Cresud S.A.C.I.F. y A.,10.36,$512.82M,1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy
CRTO,Criteo S.A.,43.96,$2.77B,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto
CROX,"Crocs, Inc.",9.21,$675.54M,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox
CCRN,"Cross Country Healthcare, Inc.",14.19,$467.47M,2001,Technology,Professional Services,http://www.nasdaq.com/symbol/ccrn
XRDC,"Crossroads Capital, Inc.",2.5001,$24.18M,2011,n/a,n/a,http://www.nasdaq.com/symbol/xrdc
CRDS,"Crossroads Systems, Inc.",0.2576,$6.31M,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/crds
CRWS,"Crown Crafts, Inc.",9.29,$92.87M,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws
CYRX,"CryoPort, Inc.",2.04,$24.98M,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cyrx
CYRXW,"CryoPort, Inc.",0.6,n/a,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cyrxw
CSGS,"CSG Systems International, Inc.",41.71,$1.35B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs
CCLP,CSI Compressco LP,8.19,$272.07M,2011,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/cclp
CSPI,CSP Inc.,7.3025,$26.9M,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi
CSWI,"CSW Industrials, Inc.",32.95,$513.67M,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/cswi
CSX,CSX Corporation,25.12,$24.01B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/csx
CTCM,"CTC Media, Inc.",2.03,$316.89M,2006,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ctcm
CTIC,CTI BioPharma Corp.,0.4468,$126.41M,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic
CTIB,CTI Industries Corporation,6.67,$22.49M,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",43.01,$16.37B,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp
CUNB,CU Bancorp (CA),22.46,$393.41M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cunb
CUI,"CUI Global, Inc.",6,$125.33M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,4.59,$74.85M,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
CMLS,Cumulus Media Inc.,0.3116,$73.05M,1998,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cmls
CRIS,"Curis, Inc.",1.68,$217.02M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",10.29,$134.61M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,16.26,$1.75B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,7.08,$43.88M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,5.65,$31.63M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,40.64,$1.35B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr
CYBE,CyberOptics Corporation,16.66,$112.93M,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.3699,$13.16M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",4.4,$1.48M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
CBAY,Cymabay Therapeutics Inc.,2.34,$54.87M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbay
CYNA,Cynapsus Therapeutics Inc.,11.86,$146.03M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyna
CYNO,"Cynosure, Inc.",46.94,$1.1B,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cyno
CY,Cypress Semiconductor Corporation,9.12,$2.84B,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,1.74,$68.07M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,48.93,$3.9B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",7.5,$297.16M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",10,$360.88M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc,2.66,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CTSO,Cytosorbents Corporation,4.05,$102.91M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,2.27,$151.55M,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
DJCO,Daily Journal Corp. (S.C.),195.9,$270.49M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",8.04,$353.58M,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
DAIO,Data I/O Corporation,2.39,$18.89M,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
DTLK,Datalink Corporation,8.07,$182.21M,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dtlk
DRAM,Dataram Corporation,0.6301,$3.05M,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/dram
DWCH,Datawatch Corporation,5.22,$61.28M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",38.97,$1.62B,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play
DTEA,DAVIDsTEA Inc.,11.76,$284.03M,2015,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/dtea
DWSN,Dawson Geophysical Company,5.83,$125.91M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn
DBVT,DBV Technologies S.A.,28.68,$1.39B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt
DHRM,Dehaier Medical Systems Limited,1.69,$9.88M,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dhrm
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",15.56,$365.96M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
TACO,"Del Taco Restaurants, Inc.",9.6,$366.77M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/taco
TACOW,"Del Taco Restaurants, Inc.",2.06,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/tacow
DCTH,"Delcath Systems, Inc.",0.276,$6.66M,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dcth
DGAS,"Delta Natural Gas Company, Inc.",26.25,$185.91M,1981,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/dgas
DELT,Delta Technology Holdings Limited,0.889,$8.51M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/delt
DELTW,Delta Technology Holdings Limited,0.0623,n/a,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/deltw
DENN,Denny&#39;s Corporation,10.67,$819.5M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY SIRONA Inc.,61.16,$14.33B,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray
DEPO,"Depomed, Inc.",17.87,$1.09B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
DSCI,"Derma Sciences, Inc.",3.81,$98.63M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dsci
DERM,"Dermira, Inc.",27.8,$834.52M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm
DEST,Destination Maternity Corporation,6.01,$84.03M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",4.65,$236.37M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",1.5501,$24.89M,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
DTRM,"Determine, Inc. ",1.3,$14.55M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dtrm
DXCM,"DexCom, Inc.",60.63,$5.06B,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
DHXM,DHX Media Ltd.,5.76,$177.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dhxm
DHIL,"Diamond Hill Investment Group, Inc.",179.7,$612.82M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",85.49,$6.13B,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
DCIX,Diana Containerships Inc.,0.72,$53.2M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DRNA,"Dicerna Pharmaceuticals, Inc.",3.38,$70.05M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna
DFBG,Differential Brands Group Inc.,3.94,$48.87M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dfbg
DGII,Digi International Inc.,11.09,$286.92M,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,27.23,$247.26M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,5.28,$103M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",3.65,$19.16M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
APPS,"Digital Turbine, Inc.",0.8201,$54.19M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/apps
DCOM,"Dime Community Bancshares, Inc.",17.69,$665.07M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DMTX,"Dimension Therapeutics, Inc.",6.24,$156.13M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dmtx
DIOD,Diodes Incorporated,17.72,$856.32M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DPRX,"Dipexium Pharmaceuticals, Inc.",11.39,$117.9M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dprx
DISCA,"Discovery Communications, Inc.",27.98,$11.35B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",28.56,$11.59B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",27.04,$10.97B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,45.86,$21.31B,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,8.0101,$50.95M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
SAUC,"Diversified Restaurant Holdings, Inc.",1.5,$39.5M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sauc
DLHC,DLH Holdings Corp.,4.5,$43.73M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
DNBF,DNB Financial Corp,26.61,$75.7M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
DLTR,"Dollar Tree, Inc.",77.63,$18.26B,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DGICA,"Donegal Group, Inc.",15.43,$404.83M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",13.08,$343.17M,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",12.85,$394.18M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",53.58,$1.86B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
EAGL,Double Eagle Acquisition Corp.,9.65,$603.13M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eagl
EAGLU,Double Eagle Acquisition Corp.,9.85,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eaglu
EAGLW,Double Eagle Acquisition Corp.,0.355,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eaglw
DDAY,"DraftDay Fantasy Sports, Inc.",0.38,$12.88M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/dday
DRWI,DragonWave Inc,5.41,$19.59M,2009,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi
DRWIW,DragonWave Inc,0.012,"$95,565",n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwiw
DWA,"Dreamworks Animation SKG, Inc.",40,$3.46B,2004,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dwa
DRYS,DryShips Inc.,2.56,$68.82M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys
DSKX,"DS Healthcare Group, Inc.",0.6699,$12.88M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/dskx
DSPG,"DSP Group, Inc.",9.32,$202.42M,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
CADT,DT Asia Investments Limited,10.15,$90.61M,2014,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/cadt
CADTR,DT Asia Investments Limited,0.2201,n/a,2014,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/cadtr
CADTU,DT Asia Investments Limited,11.4,n/a,2014,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/cadtu
CADTW,DT Asia Investments Limited,0.06,n/a,2014,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/cadtw
DTSI,"DTS, Inc.",23.26,$406.79M,2003,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dtsi
DLTH,Duluth Holdings Inc.,22.62,$730.99M,2015,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dlth
DNKN,"Dunkin&#39; Brands Group, Inc.",44.83,$4.11B,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DRRX,Durect Corporation,1.2,$164.83M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",14.49,$208.89M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
BOOM,Dynamic Materials Corporation,9.84,$141.55M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
DYSL,Dynasil Corporation of America,1.58,$26.43M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,3,$8.23M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,15.22,$585.91M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,24.89,$6.94B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc
EBMT,"Eagle Bancorp Montana, Inc.",12.67,$47.89M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",49.3,$1.66B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,0.5401,$24.69M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
EGRX,"Eagle Pharmaceuticals, Inc.",42.26,$660.79M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/egrx
ELNK,EarthLink Holdings Corp.,6.02,$632.71M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/elnk
EWBC,"East West Bancorp, Inc.",35.56,$5.12B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
EACQ,Easterly Acquisition Corp.,9.7,$242.5M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eacq
EACQU,Easterly Acquisition Corp.,9.9492,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eacqu
EACQW,Easterly Acquisition Corp.,0.35,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eacqw
EML,Eastern Company (The),16.24,$101.5M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml
EVBS,"Eastern Virginia Bankshares, Inc.",7.3374,$96.12M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
EVGBC,Eaton Vance NextShares Trust,100.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evgbc
EVSTC,Eaton Vance NextShares Trust,100.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evstc
EVLMC,Eaton Vance NextShares Trust II,100.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evlmc
EBAY,eBay Inc.,23.78,$27.32B,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,26.08,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",46.46,$1.52B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
ELON,Echelon Corporation,4.5699,$20.19M,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
ECHO,"Echo Global Logistics, Inc.",22.09,$665.73M,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo
ECTE,"Echo Therapeutics, Inc.",1.63,$18.13M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ecte
SATS,EchoStar Corporation,40.4,$3.79B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",10.92,$46.86M,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
ECAC,E-compass Acquisition Corp.,10.13,$53.79M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/ecac
ECACR,E-compass Acquisition Corp.,0.26,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/ecacr
ECACU,E-compass Acquisition Corp.,10.2998,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/ecacu
ESES,"Eco-Stim Energy Solutions, Inc.",2.3121,$31.39M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/eses
EDAP,EDAP TMS S.A.,3.43,$87.07M,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
EDGE,"Edge Therapeutics, Inc.",7.79,$224.46M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/edge
EDGW,"Edgewater Technology, Inc.",8.49,$103.04M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw
EDIT,"Editas Medicine, Inc.",30.09,$1.1B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/edit
EDUC,Educational Development Corporation,13.0899,$53.19M,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ
EFUT,eFuture Holding Inc.,5.87,$30.63M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/efut
EGAN,eGain Corporation,3.28,$88.86M,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan
EGLT,Egalet Corporation,5.25,$131.7M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eglt
EHTH,"eHealth, Inc.",13.21,$240.53M,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
EIGR,"Eiger BioPharmaceuticals, Inc.",19.38,$134.6M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/eigr
LOCO,"El Pollo Loco Holdings, Inc.",10.97,$420.2M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/loco
EMITF,Elbit Imaging Ltd.,0.875,$24.13M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,96.79,$4.14B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",13.6,$640.23M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/eri
ELRC,Electro Rent Corporation,10.23,$247.52M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/elrc
ESIO,"Electro Scientific Industries, Inc.",7.01,$218.2M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio
EA,Electronic Arts Inc.,75.2,$23.26B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",39.63,$1.87B,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",3.29,$11.17M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else
ELEC,Electrum Special Acquisition Corporation,9.68,$242M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elec
ELECU,Electrum Special Acquisition Corporation,10.01,$250.25M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecu
ELECW,Electrum Special Acquisition Corporation,0.22,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecw
EBIO,"Eleven Biotherapeutics, Inc.",0.921,$18.31M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebio
